# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1695708961643000000,1695709012165000000,52756480
FilePageCache.disposedBuffers,1695708961643000000,1695709012165000000,404
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1695708961643000000,1695709012165000000,52756480
FilePageCache.maxRegisteredFiles,1695708961643000000,1695709012165000000,374
FilePageCache.uncachedFileAccess,1695708961643000000,1695709012165000000,83
FilePageCache.totalPageLoadsUs,1695708961643000000,1695709012165000000,945085
FilePageCache.pageFastCacheHits,1695708961643000000,1695709012165000000,170526
DirectByteBufferAllocator.hits,1695708961643000000,1695709012165000000,3
DirectByteBufferAllocator.reclaimed,1695708961643000000,1695709012165000000,84
FilePageCache.maxCacheSizeInBytes,1695708961643000000,1695709012165000000,184385536
FilePageCache.pageLoads,1695708961643000000,1695709012165000000,404
DirectByteBufferAllocator.disposed,1695708961643000000,1695709012165000000,320
FilePageCache.pageLoadsAboveSizeThreshold,1695708961643000000,1695709012165000000,0
FilePageCache.totalPageDisposalsUs,1695708961643000000,1695709012165000000,846
FilePageCache.pageHits,1695708961643000000,1695709012165000000,1237
StorageLockContext.competingThreads.90P,1695708961643000000,1695709012165000000,0
StorageLockContext.competingThreads.avg,1695708961643000000,1695709012165000000,0.010752688172043012
DirectByteBufferAllocator.misses,1695708961643000000,1695709012165000000,401
FilePageCache.capacityInBytes,1695708961643000000,1695709012165000000,524288000
StorageLockContext.competingThreads.max,1695708961643000000,1695709012165000000,1
workspaceModel.to.snapshot.ms,1695708961643000000,1695709012165000000,0
workspaceModel.update.unloaded.entities.ms,1695708961643000000,1695709012165000000,0
workspaceModel.updates.count,1695708961643000000,1695709012165000000,3
workspaceModel.loading.total.ms,1695708961643000000,1695709012165000000,356
workspaceModel.pre.handlers.ms,1695708961643000000,1695709012165000000,1
workspaceModel.initializing.ms,1695708961643000000,1695709012165000000,1
workspaceModel.loading.from.cache.ms,1695708961643000000,1695709012165000000,232
workspaceModel.replace.project.model.ms,1695708961643000000,1695709012165000000,107
workspaceModel.check.recursive.update.ms,1695708961643000000,1695709012165000000,1
workspaceModel.collect.changes.ms,1695708961643000000,1695709012165000000,0
workspaceModel.updates.precise.ms,1695708961643000000,1695709012165000000,52
workspaceModel.init.bridges.ms,1695708961643000000,1695709012165000000,1
workspaceModel.updates.ms,1695708961643000000,1695709012165000000,116
NonBlockingReadAction.failedExecutionsCount,1695708961643000000,1695709012165000000,4
AWTEventQueue.dispatchTimeTotalNS,1695708961643000000,1695709012165000000,23348368520
NonBlockingReadAction.failedExecutionTimeUs,1695708961643000000,1695709012165000000,1472419
NonBlockingReadAction.finalizedExecutionTimeUs,1695708961643000000,1695709012165000000,15766836
NonBlockingReadAction.finalizedExecutionsCount,1695708961643000000,1695709012165000000,1428
Indexes.entries.lookupDurationAvgMs,1695708961643000000,1695709012165000000,26.0
Indexes.entries.lookups,1695708961643000000,1695709012165000000,1.0
Indexes.allKeys.lookupDurationMaxMs,1695708961643000000,1695709012165000000,1127.0
Indexes.allKeys.lookupDurationAvgMs,1695708961643000000,1695709012165000000,374.6666666666667
Indexes.allKeys.lookupDuration90PMs,1695708961643000000,1695709012165000000,1127.0
Indexes.stubs.lookupDuration90PMs,1695708961643000000,1695709012165000000,0.0
Indexes.stubs.lookups,1695708961643000000,1695709012165000000,0.0
Indexes.stubs.lookupDurationMaxMs,1695708961643000000,1695709012165000000,0.0
Indexes.stubs.lookupDurationAvgMs,1695708961643000000,1695709012165000000,0.0
Indexes.entries.lookupDuration90PMs,1695708961643000000,1695709012165000000,26.0
Indexes.entries.lookupDurationMaxMs,1695708961643000000,1695709012165000000,26.0
Indexes.allKeys.lookups,1695708961643000000,1695709012165000000,3.0
FileNameCache.totalMisses,1695708961643000000,1695709012165000000,1249
FileNameCache.queries,1695708961643000000,1695709012165000000,11000199
FileNameCache.fastMisses,1695708961643000000,1695709012165000000,28740
jps.facet.change.listener.init.bridge.ms,1695708961643000000,1695709012165000000,0
jps.global.initialize.library.bridges.after.loading.ms,1695708961643000000,1695709012165000000,0
workspaceModel.orphan.listener.update.ms,1695708961643000000,1695709012165000000,3
workspaceModel.moduleBridgeLoader.loading.modules.ms,1695708961643000000,1695709012165000000,336
jps.global.handle.before.change.events.ms,1695708961643000000,1695709012165000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1695708961643000000,1695709012165000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1695708961643000000,1695709012165000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1695708961643000000,1695709012165000000,0
workspaceModel.save.cache.to.file.ms,1695708961643000000,1695709012165000000,720
workspaceModel.moduleManagerBridge.load.module.ms,1695708961643000000,1695709012165000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1695708961643000000,1695709012165000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1695708961643000000,1695709012165000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1695708961643000000,1695709012165000000,11
workspaceModel.mutableEntityStorage.entities.by.source.ms,1695708961643000000,1695709012165000000,7
workspaceModel.moduleManagerBridge.load.all.modules.ms,1695708961643000000,1695709012165000000,112
workspaceModel.global.apply.state.to.project.ms,1695708961643000000,1695709012165000000,56
jps.library.entities.serializer.save.entities.ms,1695708961643000000,1695709012165000000,0
jps.app.storage.content.writer.save.component.ms,1695708961643000000,1695709012165000000,0
jps.project.serializers.load.ms,1695708961643000000,1695709012165000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1695708961643000000,1695709012165000000,0
jps.library.entities.serializer.load.entities.ms,1695708961643000000,1695709012165000000,0
jps.global.initialize.library.bridges.ms,1695708961643000000,1695709012165000000,0
jps.apply.loaded.storage.ms,1695708961643000000,1695709012165000000,0
jps.global.get.library.by.name.ms,1695708961643000000,1695709012165000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1695708961643000000,1695709012165000000,1
workspaceModel.sync.entities.ms,1695708961643000000,1695709012165000000,0
workspaceModel.mutableEntityStorage.add.diff.ms,1695708961643000000,1695709012165000000,0
jps.facet.change.listener.process.change.events.ms,1695708961643000000,1695709012165000000,1
jps.facet.change.listener.before.change.events.ms,1695708961643000000,1695709012165000000,1
jps.project.serializers.save.ms,1695708961643000000,1695709012165000000,1
workspaceModel.load.cache.from.file.ms,1695708961643000000,1695709012165000000,231
workspaceModel.delayed.project.synchronizer.sync.ms,1695708961643000000,1695709012165000000,0
jps.save.global.entities.ms,1695708961643000000,1695709012165000000,1
workspaceModel.global.updates.count,1695708961643000000,1695709012165000000,0
jps.load.project.to.empty.storage.ms,1695708961643000000,1695709012165000000,0
jps.artifact.entities.serializer.save.entities.ms,1695708961643000000,1695709012165000000,0
jps.global.get.library.ms,1695708961643000000,1695709012165000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1695708961643000000,1695709012165000000,2
jps.save.changed.project.entities.ms,1695708961643000000,1695709012165000000,1
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1695708961643000000,1695709012165000000,0
workspaceModel.moduleBridge.before.changed.ms,1695708961643000000,1695709012165000000,0
jps.storage.jps.conf.reader.load.component.ms,1695708961643000000,1695709012165000000,5
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1695708961643000000,1695709012165000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1695708961643000000,1695709012165000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1695708961643000000,1695709012165000000,84
jps.global.handle.changed.events.ms,1695708961643000000,1695709012165000000,0
workspaceModel.global.updates.ms,1695708961643000000,1695709012165000000,0
jps.load.initial.state.ms,1695708961643000000,1695709012165000000,6
workspaceModel.mutableEntityStorage.to.snapshot.ms,1695708961643000000,1695709012165000000,1
workspaceModel.mutableEntityStorage.replace.by.source.ms,1695708961643000000,1695709012165000000,59
workspaceModel.mutableEntityStorage.entities.ms,1695708961643000000,1695709012165000000,1
jps.artifact.entities.serializer.load.entities.ms,1695708961643000000,1695709012165000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1695708961643000000,1695709012165000000,0
jps.app.storage.content.reader.load.component.ms,1695708961643000000,1695709012165000000,0
jps.global.get.libraries.ms,1695708961643000000,1695709012165000000,1
workspaceModel.moduleBridge.update.option.ms,1695708961643000000,1695709012165000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1695708961643000000,1695709012165000000,14
workspaceModel.mutableEntityStorage.collect.changes.ms,1695708961643000000,1695709012165000000,1
workspaceModel.mutableEntityStorage.put.entity.ms,1695708961643000000,1695709012165000000,12
jps.reload.project.entities.ms,1695708961643000000,1695709012165000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1695708961643000000,1695709012165000000,0
